vopt : rwll0100,mcvopt : rwll,uncnorm : rwll,uncnorm : rwll0010,random : rwll
34.27941791101485,34.27941791101485,34.27941791101485,34.27941791101485,34.27941791101485
31.17087405200845,30.642734471176496,32.31606304238795,33.80473273857471,30.17158837029044
33.140820560364155,33.00327525020328,33.788271412613135,36.41455092596111,34.91447113448284
32.85154112712019,34.392668247309864,30.28755547449693,40.15821630494255,36.48778041218311
33.103327735179455,36.689439247364945,31.397284008784794,38.95783146263802,38.7283324847444
34.02994148491527,37.11756212478152,33.63705448742306,37.78098639714264,37.37442054867391
32.355288055992524,38.7084026780354,32.921444801617156,36.897461033977,39.87795332436602
32.61467611028361,38.709456789372894,34.307079672918505,35.21293734991033,38.70413715536371
33.32320062012205,38.415648962283505,37.53638277337427,36.54464346781977,37.13664723718908
33.81666742662593,40.29076041524174,37.919687504749746,36.949219521833626,39.02770811484505
36.06794087471976,42.254816278451194,37.124292282555004,39.53338146445264,37.746703651632025
37.21805082684825,42.679961089494164,36.492278696498055,40.255654182879375,40.68807757782101
38.01782905086523,42.04570499228624,38.84240365396746,40.93005935417189,44.141720435010605
40.009271784894594,42.546852913012415,35.928166466537974,42.43133559301424,45.12015321244547
41.78414816728859,42.611015268161815,36.3601127822406,44.94721882338636,45.39409185216711
45.52895576835385,46.05031159750722,37.65617875056999,47.90545675634595,46.18255053959568
48.64910054035978,45.150061939975224,41.100023559990575,47.90582083767166,46.99230120307952
49.75603824347535,45.15344510480475,39.55980483059478,50.352642539026284,47.4479016248917
48.528238217925626,47.78266718347432,39.69234744674221,51.594123593029174,48.57611892656011
49.74691433088101,48.845534139964734,40.00349607831215,52.74366145801666,49.17766157961938
49.22515675470264,50.492114763442906,40.335170055101656,52.802584077522326,50.00114003420103
49.6572271117394,50.70986669098758,42.103303084195964,54.17027680240777,49.30533388055391
53.08991966436883,52.36028668495816,43.109908567867265,54.204130026677205,50.661609904767694
52.63657921138236,53.08196272763202,42.31675432462834,54.73809017116104,51.34299090992005
53.21385411678865,52.579975830540164,43.38570049630998,55.88161524956107,51.5881159222017
54.551949532568216,54.13164095158471,44.34749562970282,57.34285931443338,52.236072052899594
55.50319604162075,54.743138581276746,44.204941893607156,58.7653626614172,53.09913429455267
55.13802748388666,55.45497385382464,44.327648060318616,59.90818436093883,53.33287729539098
55.59220777246574,55.70165771052012,44.54688485714503,61.375572902019506,54.189880441144055
55.6785187662466,57.91921925117432,46.13729991031118,62.70769043673897,54.169010230606695
55.84539961235891,59.561433511952266,46.41736024018546,63.54425569110326,55.107361380306315
57.08096439755556,61.02733270499529,45.544373840868325,64.23945760238362,54.66160955884588
59.10780386582854,61.075682372703575,44.99061286227891,65.10721099397247,53.87304941358893
59.203265380581016,60.669494230856934,46.23371490247944,65.96813669600644,53.25093872090725
60.09303669020454,60.26406001778643,46.799583463184376,67.0920713585333,53.865507255189605
59.76132563089085,60.377014290057765,47.50152021891152,67.86105199148678,53.96549103070842
60.25965536375315,61.126946845141724,48.344849079120394,67.39257671462994,54.339117810260035
62.10188662034996,60.71694613782514,48.42730962769273,67.71462016753067,53.92526490217242
62.7705101210882,61.85911810089923,48.43679925811625,68.6956984425002,54.409115440455466
63.331965094712515,63.572166985922344,49.65794034479613,68.90753747453556,53.59086624707349
63.39477784956862,64.75314507240317,50.18737410208658,69.17334954961802,52.7421990802326
63.96840841023458,65.96150630159478,51.3827021603296,68.92682852668867,53.62816790063396
64.70624007054191,66.18853237858505,51.2189003671524,68.84449613463775,54.90638753962281
64.67556555582583,67.30418389686207,51.01252736560448,68.46798224276331,55.246594502554125
65.9675715121892,68.73379905892011,50.188900122385995,69.20585932452053,54.30441425758831
65.91866210566324,68.85670847586469,50.005321170657545,69.13492968453059,55.65868491068035
67.05030064842758,69.59003869280649,49.89927707546237,69.03967342967259,57.04566359303377
67.59889926110621,69.55179858302672,49.200291908656915,69.06148326086296,57.66564295922401
69.07113047047824,68.56180680669266,49.96161067907288,69.36456171558454,57.649357263943685
68.71132531585909,67.90628373344686,50.00608152281331,69.33544159457529,57.089535219618995
68.34999429852903,68.5164772511308,50.437492873161275,69.84453989129196,56.106275419058115
68.23648361004683,68.42729428936326,50.11859149790184,70.41446208112875,57.106367451195034
68.49775358627977,68.4270542712269,49.53969424446759,70.24927210113803,57.07335243988658
67.83232731751076,68.22003618616107,49.2998433960256,70.31746514421249,57.7480956652628
67.58349107882714,68.19242669585908,50.01938559080439,70.4213895287401,58.28981078142937
67.42967918503876,68.53808727383306,48.663524403223356,69.961228523643,58.99194161471796
67.09036863591787,67.9114179064764,48.91781144755548,70.16474201567596,58.270931054668196
68.41140963067707,68.08526813544375,49.30134257781022,70.15691283127309,59.34330763733674
68.05005435732912,68.70386279145792,49.32756562792218,70.82417874818492,59.12861020093206
68.9446235251186,69.2791327089162,49.96426833718526,71.50285853302518,59.395906823987346
68.94362717147527,69.57387767514349,48.91245676055803,71.71171171171171,59.62063329151937
68.38992199735429,69.19503702464762,49.18956315477367,71.56400626453997,59.63401097815014
69.7672827351311,69.74751583252872,49.25303916127512,72.0921745873659,59.40562444405587
70.49235167107624,70.65809080679986,50.18778700240246,72.16951008119698,59.20384393151476
70.40013380875992,70.63049775338133,50.32805954489816,72.01040058997499,59.34874668329139
70.40447046301225,70.22656428191287,51.210370257735875,71.92427583060899,58.96221394358702
70.94252978430612,69.55652365637997,51.021447741562696,71.43975853233887,59.08126724904774
72.10023721184842,69.96228939845508,51.151845994769175,71.57867526306185,58.84678547533605
71.80122712446874,70.67750347837327,51.1461525010074,71.45072874770959,59.283645183118296
71.92342198500677,70.98140291653361,52.37595608472849,71.99032890835272,58.715387071757675
71.86922638281696,71.5293670404866,52.935183425204336,72.11632769435468,59.155293670404866
72.0537696542076,71.38012834159545,54.220522490191904,71.87965694474012,59.09111645022961
71.60496643172677,71.67111455791003,54.42546170631753,72.12274659185086,59.010971465066945
71.19189185079303,71.71119660589103,54.897279542586034,71.8784690013838,59.47065890117243
71.57412124299542,71.10347396993636,53.25385299685982,71.62354300834087,59.737228275332455
71.60964111922141,70.81432481751825,52.62013381995134,71.97156326034063,59.40389294403893
71.31973327047803,71.05437237205271,52.5741527840084,72.17056090754949,58.973988549183005
71.67079791359357,71.46094070773583,53.269514439088184,72.60831217019724,59.26108973676607
71.36111681379593,71.56793418341356,53.05853996061346,73.15328056448976,59.53450884676506
71.18221357097235,71.71142674655555,53.845159524316436,73.22302989750297,59.26123057270598
70.90902178458731,71.6815572368171,54.50024712010037,72.59780253203057,60.383986617496106
70.60389008014356,72.32233830618793,53.72507869884575,72.85003877914139,59.87423392186383
70.1466775147704,72.33657509143583,53.77795351029936,72.95020264156395,59.48841559389566
69.56855648153781,71.86720603443032,54.04449784050124,73.14617677474298,59.61357138512075
70.37586209518595,71.99245690474561,54.647900175650705,73.54289755229601,58.96769091558881
69.97946924188274,71.55957721846248,54.544901528400885,73.71910881301802,58.86700631130712
70.06896866374164,72.06959219521097,54.42669323012113,73.64591016584416,59.52444319400193
70.3394470298385,71.87243361620585,55.909146211637314,73.15068284819175,59.92411108069471
70.72551271035002,72.09350072619708,55.5012280715095,73.19306196628317,60.21808725010836
71.26671026417046,72.18149742217085,55.52446276215534,73.28638997460192,60.09687770900187
70.91213261853161,72.33337135470134,55.76289874909699,73.68084863693396,60.38401581688909
70.46857890254289,72.87382893296021,56.21349920914953,73.71638885509186,60.56165591921158
70.83108370151251,72.58997893584177,55.82077975407405,73.91086134917074,61.05944351079443
71.27420115283418,73.18748003832641,55.291174278718195,73.73804200696567,60.930632233730286
71.46333487958266,73.03822784617607,55.34254492361275,73.90133915331442,60.803339898555905
71.69733840304183,73.09201520912548,55.30494296577947,74.17718631178707,60.22281368821293
72.34199499615967,73.25302854014099,54.441478642423135,74.06368109263188,59.71224115772743
72.43456174238392,73.06727098511004,53.727813350773395,74.16310514228353,59.99939162572815
72.94234849464246,73.35604614553944,54.41873198628105,74.18952523631718,60.367156665171066
73.33683153860193,73.37941838535012,54.60394232524183,74.5566405061751,59.99726227413762
73.64690672649151,73.33891022472338,54.475075097912466,74.5009315943572,60.91410319784022
